1262
0,0
10000000,0
10222464,131
10343382,217
10697043,515
10766422,589
11258707,1169
11308224,1244
11670968,1818
11760185,1976
12070241,2563
12159644,2751
12336633,3166
12582721,3613
12688537,3873
12789257,4119
13160084,5038
13258487,5278
13625752,6183
13677609,6309
13735970,6455
13803325,6617
13867621,6777
13920108,6905
14336456,7939
14471945,8257
14639838,8792
14716638,8980
14787232,9075
14907954,9505
15273785,10411
15376145,10660
15500232,10960
15569896,11123
15745885,11553
15887894,11893
16161204,12583
16196647,12660
16558942,13450
16595773,13527
16959696,14304
16994435,14377
17361862,15166
17395969,15235
17791523,16065
17872407,16229
18037443,16569
18200171,16883
18395397,17289
18454990,17413
18685165,17914
18741594,18039
19786898,20450
19839418,20567
20076098,21133
20128486,21254
20195897,21421
20246122,21535
20318024,21710
20375500,21845
20698046,22629
20757722,22759
21211278,23803
21270170,23936
21719898,24998
21779174,25129
22236468,26183
22294750,26315
22747452,27374
22806185,27506
23257555,28545
23317179,28678
23770236,29733
23892460,30010
23928975,30097
24028055,30305
24083617,30409
24175734,30616
24218672,30707
24340917,30985
24792244,32036
24851224,32168
25169245,32914
25227132,33042
25302359,33220
25345230,33314
25423178,33490
25482376,33622
25807007,34383
25865601,34514
26316985,35576
26374999,35707
26826897,36762
26885316,36894
27147508,37456
27338411,37940
27396722,38071
27847391,39129
27905401,39259
28355916,40300
28415586,40433
28744729,41152
28867390,41479
28925044,41609
29386747,42685
29445717,42817
29513201,42978
29555989,43073
29620694,43218
29681753,43356
30007261,44111
30066003,44243
30517877,45289
30576194,45419
31027633,46481
31085601,46611
31534638,47652
31593533,47784
31794383,48203
32045762,48823
32103806,48954
32555288,50004
32613842,50134
33065364,51199
33124308,51332
33593626,52429
33653198,52561
33726636,52736
33769508,52831
33838931,52989
33898601,53123
34224329,53881
34283364,54014
34743997,55096
34802177,55226
35243622,56255
35302596,56388
35751780,57432
35809744,57562
36265047,58629
36323363,58759
36777812,59822
36837478,59956
37278336,60983
37337585,61117
37816070,62226
37873955,62357
37946773,62529
37989794,62624
38067467,62799
38126677,62933
38452912,63695
38511034,63825
38959201,64863
39018565,64996
39466338,66039
39525238,66169
39974474,67217
40033538,67350
40483428,68401
40541866,68532
40991777,69586
41050051,69718
41500607,70763
41559276,70895
42029583,71998
42087472,72128
42161617,72304
42204244,72399
42282317,72575
42341441,72707
42665888,73470
42724400,73600
43174337,74649
43232889,74781
43679768,75832
43738032,75961
43931360,76365
44185805,76988
44243006,77119
44682837,78172
44740335,78303
45183025,79357
45241149,79490
45477722,80058
45535934,80193
45772021,80756
45828749,80886
45899563,81059
45940963,81153
46014797,81323
46072916,81456
46389952,82220
46448072,82354
46638656,82804
46695545,82934
46893088,83394
46952989,83530
47402361,84581
47463566,84718
47980280,85910
48042315,86045
48562434,87210
48624310,87346
49144713,88521
49206615,88655
49723369,89817
49785750,89953
50124857,90718
50184527,90851
50504859,91601
50558075,91732
50942817,92727
50990027,92856
51308319,93783
51349950,93914
51402262,94089
51431123,94183
51482500,94355
51519255,94480
51722405,95209
51756838,95338
52007527,96331
52038398,96462
52260736,97463
52287654,97591
52488225,98600
52511814,98724
52694972,99737
52716234,99859
52885839,100877
52907492,101011
53064718,102027
53084746,102158
53234300,103181
53252472,103306
53527987,105278
53544913,105405
53641508,106167
53658045,106294
53754716,107064
53771432,107196
53793527,107385
53808370,107501
53962634,108784
53978010,108914
54175965,110677
54190797,110807
54387278,112642
54402041,112772
54595809,114611
54610101,114741
54721265,115815
54735438,115944
54790276,116479
54802719,116593
54939107,117864
54953407,117997
55138355,119815
55152733,119951
55336597,121784
55350769,121920
55532984,123737
55547125,123872
55649071,124864
55663369,125000
55715841,125525
55727577,125628
55862443,126927
55876667,127064
56063160,128903
56077380,129037
56264505,130895
56278806,131032
56465475,132881
56480391,133020
56588536,134071
56603145,134208
56637573,134544
56649707,134649
56792019,135992
56806625,136129
56999848,137986
57014534,138123
57207054,139990
57221660,140126
57413253,141976
57427480,142108
57534053,143127
57548691,143264
57729794,145039
57744017,145177
57921678,146939
57935387,147074
57972876,147458
57985087,147577
58111491,148808
58124934,148944
58292995,150669
58305977,150805
58467906,152538
58480500,152673
58570277,153675
58582329,153810
58747041,155679
58758629,155813
58913448,157684
58924184,157815
59069955,159657
59080152,159789
59108699,160174
59117812,160290
59219449,161620
59229334,161754
59362259,163634
59371520,163768
59440019,164786
59448893,164915
59569576,166752
59577988,166883
59693084,168730
59701146,168860
59810015,170706
59817729,170838
59895589,172200
59902379,172317
59922951,172679
59930352,172811
60031517,174662
60038686,174793
60092157,175799
60099255,175934
60194608,177798
60201411,177929
60293971,179826
60300603,179956
60389696,181823
60396097,181959
60462044,183391
60467822,183513
60485527,183888
60491779,184018
60537282,185041
60543140,185169
60634473,187190
60640411,187320
60729964,189408
60735586,189538
60778998,190531
60784625,190665
60869068,192658
60874617,192791
60936764,194265
60941851,194384
60958317,194777
60963868,194912
61005655,195918
61011129,196051
61092725,198005
61098263,198143
61179772,200139
61185010,200270
61226951,201307
61232346,201436
61309441,203333
61314524,203455
61371882,204873
61376806,204989
61391881,205341
61397199,205470
61439607,206515
61445083,206647
61535884,208820
61541511,208954
61634549,211159
61640175,211284
61684902,212324
61690450,212449
61768717,214228
61774643,214362
61856161,216222
61861864,216341
61922385,217673
61928085,217791
61943856,218120
61950336,218252
61999252,219296
62005647,219426
62094660,221320
62101525,221455
62193482,223334
62200374,223463
62296800,225352
62304141,225486
62403909,227372
62411546,227505
62515976,229402
62523914,229536
62584667,230587
62592781,230719
62614579,231084
62622351,231207
62704344,232527
62712993,232658
62831512,234549
62840850,234685
62965555,236574
62975209,236709
63107421,238617
63117697,238751
63257818,240661
63268554,240793
63350685,241842
63361960,241975
63512691,243867
63524431,244000
63555302,244362
63566430,244485
63685725,245826
63698708,245965
63870268,247866
63883403,248002
64062230,249865
64075910,250001
64263713,251879
64277779,252012
64385059,253029
64399899,253163
64613707,255182
64628631,255317
64840891,257254
64856273,257391
64901170,257799
64915370,257924
65075617,259327
65090996,259465
65306683,261446
65321829,261582
65532945,263554
65547624,263691
65653132,264702
65667425,264837
65877064,266860
65890510,266995
66086516,269032
66099414,269166
66234661,270642
66246013,270765
66284628,271183
66296910,271317
66382603,272303
66394417,272436
66553114,274308
66564619,274446
66717040,276326
66727921,276463
66876943,278393
66887285,278528
66961678,279539
66971710,279673
67095644,281351
67105760,281488
67200979,282838
67209934,282962
67235695,283321
67245352,283456
67365187,285190
67374758,285327
67443724,286348
67453141,286484
67573128,288226
67582470,288362
67702305,290142
67711677,290278
67830256,292047
67839438,292183
67906618,293182
67915727,293315
68030058,295053
68039247,295188
68056022,295444
68064593,295567
68148884,296815
68157917,296947
68272574,298692
68281524,298824
68347157,299832
68355880,299961
68471689,301715
68480657,301849
68594743,303623
68603545,303754
68689453,305072
68697944,305196
68717890,305496
68726770,305627
68791478,306641
68800346,306771
68914830,308549
68923558,308678
69038109,310477
69046828,310608
69161854,312381
69170575,312510
69235509,313529
69244234,313661
69364293,315555
69372868,315683
69450652,316905
69458910,317027
69478940,317328
69487663,317460
69597901,319167
69606464,319295
69670786,320299
69679587,320431
69792079,322159
69800875,322290
69914362,324080
69923162,324211
70035798,325999
70044523,326131
70108220,327142
70116950,327273
70217114,328848
70225294,328969
70250433,329349
70259159,329482
70389073,331523
70397720,331658
70462892,332690
70471619,332821
70586825,334628
70595547,334761
70712525,336632
70721553,336769
70786037,337787
70794601,337922
70930012,340017
70938735,340148
70959694,340485
70967802,340607
71064415,342093
71072986,342226
71135449,343227
71144173,343359
71267657,345362
71276387,345496
71399244,347474
71408041,347612
71530668,349577
71539235,349710
71600993,350700
71609717,350833
71711038,352464
71719062,352586
71743969,352977
71752544,353111
71881433,355202
71889916,355335
72019496,357435
72027985,357568
72091456,358592
72100021,358725
72200645,360358
72209209,360493
72308216,362130
72316546,362263
72414314,363850
72422885,363985
72440431,364273
72448462,364397
72517121,365475
72525688,365610
72586132,366617
72594624,366751
72695336,368391
72703670,368523
72805086,370167
72813566,370304
72917060,372031
72925395,372163
73031983,373915
73040482,374050
73100611,375040
73108946,375168
73180622,376373
73188434,376496
73206350,376781
73214689,376914
73315012,378566
73323372,378700
73424533,380393
73432796,380525
73535903,382231
73544240,382364
73605927,383386
73614421,383523
73718623,385264
